date,datetime,cash_type,card,money,coffee_name
2025/1/4,2025/1/4 13:40,card,ANON-0000-0000-1074,35.76,Cappuccino
2025/1/4,2025/1/4 15:59,card,ANON-0000-0000-0877,35.76,Cocoa
2025/1/4,2025/1/4 16:12,card,ANON-0000-0000-1034,30.86,Americano with Milk
2025/1/4,2025/1/4 16:14,card,ANON-0000-0000-1034,35.76,Cappuccino
2025/1/4,2025/1/4 16:16,card,ANON-0000-0000-1034,35.76,Cappuccino
2025/1/4,2025/1/4 16:18,card,ANON-0000-0000-1034,25.96,Cortado
2025/1/4,2025/1/4 18:11,card,ANON-0000-0000-1075,25.96,Americano
2025/1/4,2025/1/4 22:23,card,ANON-0000-0000-1000,35.76,Latte
2025/1/5,2025/1/5 9:45,card,ANON-0000-0000-1076,30.86,Americano with Milk
2025/1/5,2025/1/5 10:53,card,ANON-0000-0000-1077,35.76,Latte
2025/1/5,2025/1/5 22:07,card,ANON-0000-0000-1078,30.86,Americano with Milk
2025/1/6,2025/1/6 19:58,card,ANON-0000-0000-1079,25.96,Americano
2025/1/7,2025/1/7 13:29,card,ANON-0000-0000-1080,35.76,Cappuccino
2025/1/7,2025/1/7 22:32,card,ANON-0000-0000-1081,35.76,Cocoa
2025/1/7,2025/1/7 22:33,card,ANON-0000-0000-1081,35.76,Cocoa
2025/1/8,2025/1/8 7:30,card,ANON-0000-0000-1082,30.86,Americano with Milk
2025/1/8,2025/1/8 9:11,card,ANON-0000-0000-1083,35.76,Latte
2025/1/8,2025/1/8 10:30,card,ANON-0000-0000-1034,25.96,Cortado
2025/1/8,2025/1/8 17:22,card,ANON-0000-0000-0206,35.76,Cappuccino
2025/1/9,2025/1/9 8:07,card,ANON-0000-0000-1084,25.96,Americano
2025/1/9,2025/1/9 8:56,card,ANON-0000-0000-0570,35.76,Latte
2025/1/9,2025/1/9 9:02,card,ANON-0000-0000-0385,30.86,Americano with Milk
2025/1/9,2025/1/9 14:27,card,ANON-0000-0000-0348,21.06,Espresso
2025/1/9,2025/1/9 15:36,card,ANON-0000-0000-1085,35.76,Latte
2025/1/9,2025/1/9 15:48,card,ANON-0000-0000-0141,30.86,Americano with Milk
2025/1/9,2025/1/9 15:49,card,ANON-0000-0000-0141,25.96,Cortado
2025/1/9,2025/1/9 20:30,card,ANON-0000-0000-0012,30.86,Americano with Milk
2025/1/9,2025/1/9 22:10,card,ANON-0000-0000-0329,35.76,Latte
2025/1/10,2025/1/10 8:49,card,ANON-0000-0000-0224,30.86,Americano with Milk
2025/1/10,2025/1/10 9:16,card,ANON-0000-0000-0385,30.86,Americano with Milk
2025/1/10,2025/1/10 17:51,card,ANON-0000-0000-1086,35.76,Cappuccino
2025/1/10,2025/1/10 17:55,card,ANON-0000-0000-1045,35.76,Hot Chocolate
2025/1/10,2025/1/10 17:59,card,ANON-0000-0000-0224,30.86,Americano with Milk
2025/1/11,2025/1/11 7:44,card,ANON-0000-0000-0842,30.86,Americano with Milk
2025/1/11,2025/1/11 10:49,card,ANON-0000-0000-1087,35.76,Hot Chocolate
2025/1/11,2025/1/11 11:13,card,ANON-0000-0000-1088,25.96,Americano
2025/1/11,2025/1/11 11:20,card,ANON-0000-0000-1089,35.76,Latte
2025/1/11,2025/1/11 11:21,card,ANON-0000-0000-1089,35.76,Latte
2025/1/11,2025/1/11 12:10,card,ANON-0000-0000-1089,35.76,Latte
2025/1/11,2025/1/11 12:13,card,ANON-0000-0000-1089,35.76,Latte
2025/1/11,2025/1/11 14:12,card,ANON-0000-0000-1090,30.86,Americano with Milk
2025/1/11,2025/1/11 14:15,card,ANON-0000-0000-1091,30.86,Americano with Milk
2025/1/11,2025/1/11 14:16,card,ANON-0000-0000-1091,35.76,Cappuccino
2025/1/11,2025/1/11 14:47,card,ANON-0000-0000-1092,35.76,Latte
2025/1/11,2025/1/11 17:19,card,ANON-0000-0000-1093,25.96,Cortado
2025/1/11,2025/1/11 17:20,card,ANON-0000-0000-1094,35.76,Latte
2025/1/11,2025/1/11 17:22,card,ANON-0000-0000-1093,25.96,Cortado
2025/1/11,2025/1/11 18:01,card,ANON-0000-0000-1095,30.86,Americano with Milk
2025/1/12,2025/1/12 11:45,card,ANON-0000-0000-0842,30.86,Americano with Milk
2025/1/12,2025/1/12 11:48,card,ANON-0000-0000-0842,25.96,Americano
2025/1/12,2025/1/12 11:49,card,ANON-0000-0000-0012,30.86,Americano with Milk
2025/1/12,2025/1/12 16:15,card,ANON-0000-0000-1096,35.76,Hot Chocolate
2025/1/12,2025/1/12 20:56,card,ANON-0000-0000-1097,30.86,Americano with Milk
2025/1/13,2025/1/13 8:08,card,ANON-0000-0000-0533,30.86,Americano with Milk
2025/1/13,2025/1/13 9:17,card,ANON-0000-0000-0276,30.86,Americano with Milk
2025/1/13,2025/1/13 13:02,card,ANON-0000-0000-1034,25.96,Cortado
2025/1/13,2025/1/13 13:50,card,ANON-0000-0000-0906,35.76,Latte
2025/1/13,2025/1/13 14:11,card,ANON-0000-0000-1098,35.76,Latte
2025/1/13,2025/1/13 14:12,card,ANON-0000-0000-1098,35.76,Cappuccino
2025/1/13,2025/1/13 16:25,card,ANON-0000-0000-1099,35.76,Latte
2025/1/13,2025/1/13 20:51,card,ANON-0000-0000-0050,21.06,Espresso
2025/1/14,2025/1/14 7:37,card,ANON-0000-0000-0682,35.76,Latte
2025/1/14,2025/1/14 9:53,card,ANON-0000-0000-1029,25.96,Cortado
2025/1/14,2025/1/14 10:21,card,ANON-0000-0000-0276,30.86,Americano with Milk
2025/1/14,2025/1/14 12:49,card,ANON-0000-0000-1100,35.76,Latte
2025/1/14,2025/1/14 16:18,card,ANON-0000-0000-1101,30.86,Americano with Milk
2025/1/14,2025/1/14 16:19,card,ANON-0000-0000-1101,30.86,Americano with Milk
2025/1/14,2025/1/14 19:41,card,ANON-0000-0000-0206,35.76,Cappuccino
2025/1/14,2025/1/14 21:02,card,ANON-0000-0000-1097,35.76,Latte
2025/1/15,2025/1/15 9:12,card,ANON-0000-0000-0419,30.86,Americano with Milk
2025/1/15,2025/1/15 11:10,card,ANON-0000-0000-1102,25.96,Americano
2025/1/15,2025/1/15 13:14,card,ANON-0000-0000-0886,35.76,Cappuccino
2025/1/15,2025/1/15 15:35,card,ANON-0000-0000-0634,35.76,Latte
2025/1/15,2025/1/15 15:36,card,ANON-0000-0000-1103,35.76,Cappuccino
2025/1/15,2025/1/15 15:37,card,ANON-0000-0000-0634,35.76,Latte
2025/1/15,2025/1/15 16:55,card,ANON-0000-0000-1104,35.76,Latte
2025/1/15,2025/1/15 18:06,card,ANON-0000-0000-1105,35.76,Latte
2025/1/15,2025/1/15 19:51,card,ANON-0000-0000-1097,35.76,Latte
2025/1/15,2025/1/15 21:41,card,ANON-0000-0000-0731,35.76,Cappuccino
2025/1/16,2025/1/16 9:32,card,ANON-0000-0000-0886,35.76,Latte
2025/1/16,2025/1/16 9:38,card,ANON-0000-0000-0419,30.86,Americano with Milk
2025/1/16,2025/1/16 10:41,card,ANON-0000-0000-0012,30.86,Americano with Milk
2025/1/16,2025/1/16 12:12,card,ANON-0000-0000-0141,25.96,Cortado
2025/1/16,2025/1/16 15:16,card,ANON-0000-0000-1106,35.76,Latte
2025/1/16,2025/1/16 16:35,card,ANON-0000-0000-0406,35.76,Latte
2025/1/16,2025/1/16 18:15,card,ANON-0000-0000-1097,35.76,Cappuccino
2025/1/16,2025/1/16 21:16,card,ANON-0000-0000-1045,35.76,Hot Chocolate
2025/1/16,2025/1/16 21:16,card,ANON-0000-0000-1045,35.76,Hot Chocolate
2025/1/16,2025/1/16 21:40,card,ANON-0000-0000-1107,25.96,Cortado
2025/1/17,2025/1/17 7:38,card,ANON-0000-0000-1108,35.76,Cocoa
2025/1/17,2025/1/17 8:26,card,ANON-0000-0000-1109,35.76,Latte
2025/1/17,2025/1/17 8:27,card,ANON-0000-0000-1109,35.76,Cappuccino
2025/1/17,2025/1/17 8:47,card,ANON-0000-0000-0276,30.86,Americano with Milk
2025/1/17,2025/1/17 9:27,card,ANON-0000-0000-0012,30.86,Americano with Milk
2025/1/17,2025/1/17 14:20,card,ANON-0000-0000-1110,35.76,Cocoa
2025/1/17,2025/1/17 14:22,card,ANON-0000-0000-1110,35.76,Cocoa
2025/1/17,2025/1/17 17:39,card,ANON-0000-0000-0906,35.76,Hot Chocolate
2025/1/17,2025/1/17 21:22,card,ANON-0000-0000-0877,35.76,Hot Chocolate
2025/1/18,2025/1/18 10:12,card,ANON-0000-0000-1082,30.86,Americano with Milk
2025/1/18,2025/1/18 16:33,card,ANON-0000-0000-0507,35.76,Hot Chocolate
2025/1/18,2025/1/18 16:35,card,ANON-0000-0000-0507,35.76,Latte
2025/1/18,2025/1/18 16:36,card,ANON-0000-0000-0507,35.76,Hot Chocolate
2025/1/20,2025/1/20 8:29,card,ANON-0000-0000-0012,30.86,Americano with Milk
2025/1/20,2025/1/20 10:57,card,ANON-0000-0000-0276,30.86,Americano with Milk
2025/1/20,2025/1/20 11:40,card,ANON-0000-0000-0141,25.96,Cortado
2025/1/20,2025/1/20 12:04,card,ANON-0000-0000-1111,25.96,Americano
2025/1/20,2025/1/20 12:06,card,ANON-0000-0000-1111,25.96,Cortado
2025/1/20,2025/1/20 13:45,card,ANON-0000-0000-1112,30.86,Americano with Milk
2025/1/20,2025/1/20 20:08,card,ANON-0000-0000-1113,35.76,Hot Chocolate
2025/1/20,2025/1/20 20:26,card,ANON-0000-0000-1114,35.76,Cappuccino
2025/1/20,2025/1/20 20:27,card,ANON-0000-0000-1114,35.76,Cappuccino
2025/1/20,2025/1/20 21:13,card,ANON-0000-0000-1115,35.76,Latte
2025/1/21,2025/1/21 8:05,card,ANON-0000-0000-1010,35.76,Cocoa
2025/1/21,2025/1/21 8:18,card,ANON-0000-0000-0141,25.96,Cortado
2025/1/21,2025/1/21 8:19,card,ANON-0000-0000-1082,30.86,Americano with Milk
2025/1/21,2025/1/21 15:35,card,ANON-0000-0000-1116,25.96,Americano
2025/1/21,2025/1/21 18:32,card,ANON-0000-0000-1117,35.76,Hot Chocolate
2025/1/21,2025/1/21 18:54,card,ANON-0000-0000-0333,35.76,Latte
2025/1/21,2025/1/21 18:56,card,ANON-0000-0000-0333,35.76,Latte
2025/1/21,2025/1/21 19:15,card,ANON-0000-0000-1110,25.96,Americano
2025/1/22,2025/1/22 11:24,card,ANON-0000-0000-1118,21.06,Espresso
2025/1/22,2025/1/22 17:32,card,ANON-0000-0000-0463,30.86,Americano with Milk
2025/1/22,2025/1/22 18:49,card,ANON-0000-0000-1119,35.76,Cocoa
2025/1/22,2025/1/22 19:10,card,ANON-0000-0000-1051,30.86,Americano with Milk
2025/1/22,2025/1/22 19:11,card,ANON-0000-0000-1051,35.76,Cappuccino
2025/1/22,2025/1/22 19:29,card,ANON-0000-0000-1120,35.76,Latte
2025/1/22,2025/1/22 20:14,card,ANON-0000-0000-1121,30.86,Americano with Milk
2025/1/24,2025/1/24 13:42,card,ANON-0000-0000-1034,35.76,Cappuccino
2025/1/24,2025/1/24 13:43,card,ANON-0000-0000-1034,25.96,Cortado
2025/1/24,2025/1/24 15:28,card,ANON-0000-0000-1122,35.76,Cocoa
2025/1/24,2025/1/24 17:41,card,ANON-0000-0000-1123,25.96,Americano
2025/1/24,2025/1/24 21:16,card,ANON-0000-0000-1045,35.76,Cocoa
2025/1/24,2025/1/24 22:31,card,ANON-0000-0000-1124,35.76,Hot Chocolate
2025/1/24,2025/1/24 22:32,card,ANON-0000-0000-1124,35.76,Latte
2025/1/25,2025/1/25 13:21,card,ANON-0000-0000-1114,35.76,Cappuccino
2025/1/25,2025/1/25 14:38,card,ANON-0000-0000-1125,35.76,Cappuccino
2025/1/25,2025/1/25 14:39,card,ANON-0000-0000-1126,25.96,Americano
2025/1/26,2025/1/26 12:35,card,ANON-0000-0000-1127,25.96,Americano
2025/1/26,2025/1/26 12:36,card,ANON-0000-0000-1127,21.06,Espresso
2025/1/27,2025/1/27 8:07,card,ANON-0000-0000-0141,25.96,Cortado
2025/1/27,2025/1/27 8:32,card,ANON-0000-0000-0141,25.96,Americano
2025/1/27,2025/1/27 12:05,card,ANON-0000-0000-1128,35.76,Cappuccino
2025/1/27,2025/1/27 13:45,card,ANON-0000-0000-0276,30.86,Americano with Milk
2025/1/27,2025/1/27 15:27,card,ANON-0000-0000-0141,30.86,Americano with Milk
2025/1/27,2025/1/27 15:29,card,ANON-0000-0000-0141,25.96,Cortado
2025/1/27,2025/1/27 15:30,card,ANON-0000-0000-0141,30.86,Americano with Milk
2025/1/27,2025/1/27 18:55,card,ANON-0000-0000-1129,35.76,Latte
2025/1/27,2025/1/27 19:02,card,ANON-0000-0000-1130,35.76,Latte
2025/1/27,2025/1/27 19:03,card,ANON-0000-0000-1131,35.76,Latte
2025/1/28,2025/1/28 8:26,card,ANON-0000-0000-0197,35.76,Latte
2025/1/28,2025/1/28 9:33,card,ANON-0000-0000-1132,25.96,Americano
2025/1/28,2025/1/28 11:56,card,ANON-0000-0000-0224,30.86,Americano with Milk
2025/1/28,2025/1/28 12:22,card,ANON-0000-0000-1133,25.96,Americano
2025/1/28,2025/1/28 16:19,card,ANON-0000-0000-1134,35.76,Cocoa
2025/1/28,2025/1/28 16:20,card,ANON-0000-0000-1134,25.96,Cortado
2025/1/28,2025/1/28 17:40,card,ANON-0000-0000-1135,25.96,Americano
2025/1/28,2025/1/28 20:11,card,ANON-0000-0000-1136,35.76,Latte
2025/1/28,2025/1/28 20:13,card,ANON-0000-0000-1137,35.76,Cappuccino
2025/1/29,2025/1/29 9:38,card,ANON-0000-0000-1069,25.96,Americano
2025/1/29,2025/1/29 16:25,card,ANON-0000-0000-1138,25.96,Americano
2025/1/29,2025/1/29 19:19,card,ANON-0000-0000-1139,30.86,Americano with Milk
2025/1/29,2025/1/29 19:20,card,ANON-0000-0000-1139,21.06,Espresso
2025/1/30,2025/1/30 9:18,card,ANON-0000-0000-0224,30.86,Americano with Milk
2025/1/30,2025/1/30 10:12,card,ANON-0000-0000-0276,30.86,Americano with Milk
2025/1/30,2025/1/30 11:26,card,ANON-0000-0000-0862,25.96,Cortado
2025/1/30,2025/1/30 12:42,card,ANON-0000-0000-1140,35.76,Hot Chocolate
2025/1/30,2025/1/30 13:02,card,ANON-0000-0000-1141,25.96,Americano
2025/1/30,2025/1/30 14:41,card,ANON-0000-0000-1142,30.86,Americano with Milk
2025/1/30,2025/1/30 17:18,card,ANON-0000-0000-1143,35.76,Hot Chocolate
2025/1/30,2025/1/30 18:24,card,ANON-0000-0000-1069,30.86,Americano with Milk
2025/1/30,2025/1/30 18:41,card,ANON-0000-0000-1144,25.96,Cortado
2025/1/31,2025/1/31 8:40,card,ANON-0000-0000-0141,25.96,Americano
2025/1/31,2025/1/31 8:41,card,ANON-0000-0000-0141,30.86,Americano with Milk
2025/1/31,2025/1/31 9:17,card,ANON-0000-0000-0304,30.86,Americano with Milk
2025/1/31,2025/1/31 9:20,card,ANON-0000-0000-1145,35.76,Cocoa
2025/1/31,2025/1/31 9:26,card,ANON-0000-0000-0333,35.76,Cappuccino
2025/1/31,2025/1/31 9:27,card,ANON-0000-0000-0333,35.76,Cappuccino
2025/1/31,2025/1/31 12:31,card,ANON-0000-0000-1133,35.76,Latte
2025/1/31,2025/1/31 12:54,card,ANON-0000-0000-0507,35.76,Latte
2025/1/31,2025/1/31 14:02,card,ANON-0000-0000-1146,35.76,Cappuccino
2025/1/31,2025/1/31 16:48,card,ANON-0000-0000-0304,30.86,Americano with Milk
2025/1/31,2025/1/31 22:35,card,ANON-0000-0000-1147,30.86,Americano with Milk
2025/1/31,2025/1/31 22:37,card,ANON-0000-0000-1148,25.96,Americano
2025/2/1,2025/2/1 8:50,card,ANON-0000-0000-0304,30.86,Americano with Milk
2025/2/1,2025/2/1 10:07,card,ANON-0000-0000-0224,30.86,Americano with Milk
2025/2/1,2025/2/1 13:14,card,ANON-0000-0000-0141,25.96,CORTADO
2025/2/1,2025/2/1 13:15,card,ANON-0000-0000-0141,25.96,Cortado
2025/2/1,2025/2/1 14:35,card,ANON-0000-0000-1149,35.76,Cappuccino
2025/2/1,2025/2/1 14:36,card,ANON-0000-0000-1149,35.76,Cappuccino
2025/2/1,2025/2/1 15:49,card,ANON-0000-0000-1069,35.76,Latte
2025/2/1,2025/2/1 18:57,card,ANON-0000-0000-1114,35.76,Cappuccino
2025/2/1,2025/2/1 19:53,card,ANON-0000-0000-0224,30.86,Americano with Milk
2025/2/1,2025/2/1 19:54,card,ANON-0000-0000-0224,30.86,Americano with Milk
2025/2/1,2025/2/1 21:37,card,ANON-0000-0000-0427,30.86,Americano with Milk
2025/2/2,2025/2/2 10:56,card,ANON-0000-0000-1132,35.76,Cappuccino
2025/2/2,2025/2/2 10:57,card,ANON-0000-0000-1132,35.76,Cappuccino
2025/2/2,2025/2/2 12:54,card,ANON-0000-0000-1150,35.76,Latte
2025/2/2,2025/2/2 12:56,card,ANON-0000-0000-1151,35.76,Latte
2025/2/2,2025/2/2 14:22,card,ANON-0000-0000-0265,30.86,Americano with Milk
2025/2/2,2025/2/2 16:45,card,ANON-0000-0000-0507,35.76,Latte
2025/2/2,2025/2/2 16:46,card,ANON-0000-0000-1152,35.76,Latte
2025/2/3,2025/2/3 7:03,card,ANON-0000-0000-1152,35.76,Cappuccino
2025/2/3,2025/2/3 7:04,card,ANON-0000-0000-1152,30.86,Americano with Milk
2025/2/3,2025/2/3 8:04,card,ANON-0000-0000-1152,21.06,Espresso
2025/2/3,2025/2/3 8:09,card,ANON-0000-0000-1153,30.86,Americano with Milk
2025/2/3,2025/2/3 10:15,card,ANON-0000-0000-1154,25.96,Americano
2025/2/3,2025/2/3 10:22,card,ANON-0000-0000-1155,35.76,Cappuccino
2025/2/3,2025/2/3 10:49,card,ANON-0000-0000-1156,30.86,Americano with Milk
2025/2/3,2025/2/3 13:25,card,ANON-0000-0000-1157,35.76,Cappuccino
2025/2/3,2025/2/3 13:32,card,ANON-0000-0000-1158,35.76,Cappuccino
2025/2/3,2025/2/3 13:51,card,ANON-0000-0000-1159,25.96,Americano
2025/2/3,2025/2/3 14:06,card,ANON-0000-0000-1160,25.96,Americano
2025/2/3,2025/2/3 14:47,card,ANON-0000-0000-0019,35.76,Latte
2025/2/3,2025/2/3 14:50,card,ANON-0000-0000-0507,35.76,Latte
2025/2/3,2025/2/3 15:01,card,ANON-0000-0000-1161,35.76,Latte
2025/2/3,2025/2/3 15:41,card,ANON-0000-0000-1110,25.96,Americano
2025/2/3,2025/2/3 17:01,card,ANON-0000-0000-1160,35.76,Cocoa
2025/2/3,2025/2/3 17:09,card,ANON-0000-0000-1162,30.86,Americano with Milk
2025/2/3,2025/2/3 17:11,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/3,2025/2/3 17:12,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/3,2025/2/3 17:13,card,ANON-0000-0000-1164,35.76,Hot Chocolate
2025/2/3,2025/2/3 17:14,card,ANON-0000-0000-1164,35.76,Latte
2025/2/3,2025/2/3 17:15,card,ANON-0000-0000-1165,35.76,Hot Chocolate
2025/2/3,2025/2/3 17:44,card,ANON-0000-0000-1166,30.86,Americano with Milk
2025/2/3,2025/2/3 18:09,card,ANON-0000-0000-1167,25.96,Americano
2025/2/3,2025/2/3 20:44,card,ANON-0000-0000-1168,35.76,Cocoa
2025/2/4,2025/2/4 10:04,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/4,2025/2/4 10:11,card,ANON-0000-0000-1110,25.96,Americano
2025/2/4,2025/2/4 12:35,card,ANON-0000-0000-1169,30.86,Americano with Milk
2025/2/4,2025/2/4 13:07,card,ANON-0000-0000-1160,25.96,Cortado
2025/2/4,2025/2/4 14:15,card,ANON-0000-0000-1170,25.96,Americano
2025/2/4,2025/2/4 14:17,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/4,2025/2/4 14:19,card,ANON-0000-0000-1171,25.96,Americano
2025/2/4,2025/2/4 18:13,card,ANON-0000-0000-1157,30.86,Americano with Milk
2025/2/4,2025/2/4 19:05,card,ANON-0000-0000-1172,35.76,Cocoa
2025/2/4,2025/2/4 19:09,card,ANON-0000-0000-1173,35.76,Cocoa
2025/2/4,2025/2/4 19:10,card,ANON-0000-0000-1173,35.76,Cocoa
2025/2/4,2025/2/4 19:27,card,ANON-0000-0000-1174,25.96,Cortado
2025/2/5,2025/2/5 8:42,card,ANON-0000-0000-1156,30.86,Americano with Milk
2025/2/5,2025/2/5 9:10,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/5,2025/2/5 11:49,card,ANON-0000-0000-1163,25.96,Americano
2025/2/5,2025/2/5 11:50,card,ANON-0000-0000-1163,25.96,Americano
2025/2/5,2025/2/5 11:51,card,ANON-0000-0000-1163,25.96,Americano
2025/2/5,2025/2/5 11:58,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/5,2025/2/5 12:10,card,ANON-0000-0000-1175,25.96,Americano
2025/2/5,2025/2/5 13:20,card,ANON-0000-0000-1176,25.96,Americano
2025/2/5,2025/2/5 13:43,card,ANON-0000-0000-1171,21.06,Espresso
2025/2/5,2025/2/5 13:44,card,ANON-0000-0000-1171,21.06,Espresso
2025/2/5,2025/2/5 14:57,card,ANON-0000-0000-1161,35.76,Cappuccino
2025/2/5,2025/2/5 15:50,card,ANON-0000-0000-1177,35.76,Cappuccino
2025/2/5,2025/2/5 16:34,card,ANON-0000-0000-1165,35.76,Hot Chocolate
2025/2/5,2025/2/5 16:35,card,ANON-0000-0000-1164,35.76,Latte
2025/2/5,2025/2/5 16:36,card,ANON-0000-0000-1164,35.76,Latte
2025/2/5,2025/2/5 16:39,card,ANON-0000-0000-1152,35.76,Cocoa
2025/2/5,2025/2/5 16:41,card,ANON-0000-0000-1165,35.76,Hot Chocolate
2025/2/5,2025/2/5 18:18,card,ANON-0000-0000-1178,35.76,Cappuccino
2025/2/5,2025/2/5 18:19,card,ANON-0000-0000-1179,35.76,Cappuccino
2025/2/5,2025/2/5 18:20,card,ANON-0000-0000-1180,35.76,Cocoa
2025/2/5,2025/2/5 18:25,card,ANON-0000-0000-1157,30.86,Americano with Milk
2025/2/5,2025/2/5 18:45,card,ANON-0000-0000-1181,35.76,Cappuccino
2025/2/5,2025/2/5 19:06,card,ANON-0000-0000-0507,35.76,Hot Chocolate
2025/2/5,2025/2/5 20:03,card,ANON-0000-0000-1182,35.76,Cocoa
2025/2/6,2025/2/6 7:16,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/6,2025/2/6 13:59,card,ANON-0000-0000-1171,25.96,Americano
2025/2/6,2025/2/6 14:55,card,ANON-0000-0000-1162,30.86,Americano with Milk
2025/2/6,2025/2/6 14:59,card,ANON-0000-0000-1158,35.76,Cappuccino
2025/2/6,2025/2/6 16:14,card,ANON-0000-0000-1163,35.76,Cocoa
2025/2/6,2025/2/6 17:09,card,ANON-0000-0000-1170,35.76,Cocoa
2025/2/6,2025/2/6 17:54,card,ANON-0000-0000-1183,35.76,Cocoa
2025/2/6,2025/2/6 19:53,card,ANON-0000-0000-1158,35.76,Cappuccino
2025/2/6,2025/2/6 19:55,card,ANON-0000-0000-1184,21.06,Espresso
2025/2/6,2025/2/6 20:06,card,ANON-0000-0000-1185,35.76,Cocoa
2025/2/6,2025/2/6 20:07,card,ANON-0000-0000-1186,35.76,Cocoa
2025/2/6,2025/2/6 20:23,card,ANON-0000-0000-1163,35.76,Latte
2025/2/7,2025/2/7 8:44,card,ANON-0000-0000-1152,30.86,Americano with Milk
2025/2/7,2025/2/7 9:07,card,ANON-0000-0000-1187,30.86,Americano with Milk
2025/2/7,2025/2/7 10:49,card,ANON-0000-0000-1188,25.96,Americano
2025/2/7,2025/2/7 12:09,card,ANON-0000-0000-1189,35.76,Cocoa
2025/2/7,2025/2/7 12:51,card,ANON-0000-0000-1163,30.86,Americano with Milk
2025/2/7,2025/2/7 12:58,card,ANON-0000-0000-1190,25.96,Americano
2025/2/7,2025/2/7 16:04,card,ANON-0000-0000-1170,25.96,Cortado
2025/2/7,2025/2/7 16:22,card,ANON-0000-0000-1191,35.76,Latte
2025/2/7,2025/2/7 16:23,card,ANON-0000-0000-1165,35.76,Hot Chocolate
2025/2/7,2025/2/7 16:24,card,ANON-0000-0000-1165,35.76,Latte
2025/2/7,2025/2/7 18:42,card,ANON-0000-0000-1178,35.76,Cocoa
2025/2/7,2025/2/7 18:43,card,ANON-0000-0000-1179,35.76,Cocoa
2025/2/7,2025/2/7 18:44,card,ANON-0000-0000-1192,25.96,Cortado
2025/2/7,2025/2/7 18:45,card,ANON-0000-0000-1192,35.76,Cocoa
2025/2/7,2025/2/7 20:10,card,ANON-0000-0000-1193,35.76,Cocoa
2025/2/7,2025/2/7 20:30,card,ANON-0000-0000-1161,25.96,Cortado
2025/2/8,2025/2/8 9:01,card,ANON-0000-0000-1163,25.96,Americano
2025/2/8,2025/2/8 10:56,card,ANON-0000-0000-1153,30.86,Americano with Milk
2025/2/8,2025/2/8 11:02,card,ANON-0000-0000-1194,25.96,Cortado
2025/2/8,2025/2/8 11:39,card,ANON-0000-0000-1195,25.96,Americano
2025/2/8,2025/2/8 12:46,card,ANON-0000-0000-1167,25.96,Americano
2025/2/8,2025/2/8 13:26,card,ANON-0000-0000-1170,25.96,Americano
2025/2/8,2025/2/8 15:07,card,ANON-0000-0000-1110,25.96,Americano
2025/2/8,2025/2/8 15:08,card,ANON-0000-0000-1110,25.96,Americano
2025/2/9,2025/2/9 8:49,card,ANON-0000-0000-1161,35.76,Cocoa
2025/2/9,2025/2/9 10:31,card,ANON-0000-0000-1157,30.86,Americano with Milk
2025/2/9,2025/2/9 10:51,card,ANON-0000-0000-1163,25.96,Americano
2025/2/9,2025/2/9 12:05,card,ANON-0000-0000-1196,35.76,Latte
2025/2/9,2025/2/9 15:13,card,ANON-0000-0000-1189,35.76,Cocoa
2025/2/9,2025/2/9 15:14,card,ANON-0000-0000-1189,35.76,Latte
2025/2/9,2025/2/9 15:15,card,ANON-0000-0000-1178,35.76,Hot Chocolate
2025/2/9,2025/2/9 15:16,card,ANON-0000-0000-1179,35.76,Cocoa
2025/2/9,2025/2/9 16:20,card,ANON-0000-0000-1161,25.96,Cortado
2025/2/10,2025/2/10 7:01,card,ANON-0000-0000-1152,25.96,Americano
2025/2/10,2025/2/10 8:16,card,ANON-0000-0000-1110,25.96,Americano
2025/2/10,2025/2/10 8:24,card,ANON-0000-0000-1152,25.96,Americano
2025/2/10,2025/2/10 11:11,card,ANON-0000-0000-1153,30.86,Americano with Milk
2025/2/10,2025/2/10 13:08,card,ANON-0000-0000-1167,25.96,Americano
2025/2/10,2025/2/10 13:11,card,ANON-0000-0000-1168,35.76,Cocoa
2025/2/10,2025/2/10 13:26,card,ANON-0000-0000-1197,30.86,Americano with Milk
2025/2/10,2025/2/10 13:40,card,ANON-0000-0000-1198,25.96,Americano
2025/2/10,2025/2/10 14:01,card,ANON-0000-0000-1199,35.76,Latte
2025/2/10,2025/2/10 14:07,card,ANON-0000-0000-1163,25.96,Americano
2025/2/10,2025/2/10 14:11,card,ANON-0000-0000-1163,35.76,Cocoa
2025/2/10,2025/2/10 14:15,card,ANON-0000-0000-1163,35.76,Cocoa
2025/2/10,2025/2/10 15:01,card,ANON-0000-0000-1200,35.76,Cappuccino
2025/2/10,2025/2/10 15:14,card,ANON-0000-0000-1166,30.86,Americano with Milk
2025/2/10,2025/2/10 15:46,card,ANON-0000-0000-1191,35.76,Latte
2025/2/10,2025/2/10 15:47,card,ANON-0000-0000-1165,35.76,Hot Chocolate
2025/2/10,2025/2/10 16:20,card,ANON-0000-0000-1170,35.76,Cocoa
